product_id,brand,title,ingredient_name,amount,daily_value,serving_size
80052,Life Extension,"Life Extension, 具有加强型线粒体帮助功能的超级泛醇辅酶Q10，100毫克，30粒软胶囊",泛醇（Kaneka 泛醇™）,100 毫克,**,1 粒软胶囊
80052,Life Extension,"Life Extension, 具有加强型线粒体帮助功能的超级泛醇辅酶Q10，100毫克，30粒软胶囊",喜来芝富里酸复合物,100 毫克,**,1 粒软胶囊
7947,Doctor's Best,"Doctor's Best, 高吸收辅酶 Q10，60 粒软胶囊",辅酶 Q10（泛醌）,100 毫克,†,1 粒软胶囊
7947,Doctor's Best,"Doctor's Best, 高吸收辅酶 Q10，60 粒软胶囊",黑胡椒提取物（胡椒）（果）（标准化为含 95% 胡椒碱）（BioPerine®）,5 毫克,†,1 粒软胶囊
95215,California Gold Nutrition,"California Gold Nutrition, 辅酶 Q10，泛醌，100 毫克，360 粒素食胶囊",輔酶 Q10（泛醌USP）,100 毫克,†,1 粒膠囊
138558,California Gold Nutrition,"California Gold Nutrition, 辅酶 Q10 素食胶囊，含 Bioperine® 和黑胡椒提取物，生物利用率提高，200 毫克，120 粒",辅酶 Q10（泛醌 USP）,200 毫克,†,1 粒胶囊
138558,California Gold Nutrition,"California Gold Nutrition, 辅酶 Q10 素食胶囊，含 Bioperine® 和黑胡椒提取物，生物利用率提高，200 毫克，120 粒",黑胡椒提取物（果）（标准化为 95% 胡椒碱）,5 毫克,†,1 粒胶囊
118153,Swanson Vitamins,"Swanson Vitamins, 辅酶 Q10，100 毫克，50 粒软凝胶",辅酶 Q10,100 毫克,*,1 粒软凝胶
88837,California Gold Nutrition,"California Gold Nutrition, 辅酶 Q10 素食软胶囊，200 毫克，120 粒装",辅酶 Q10 USP（泛醌）,200 毫克,†,1 粒素食软胶囊
54865,Doctor's Best,"Doctor's Best, High Absorption辅酶 Q10，含 BioPerine，200 毫克，180 粒素食胶囊",辅酶 Q10（泛醌）,200 毫克,†,1 粒素食胶囊
54865,Doctor's Best,"Doctor's Best, High Absorption辅酶 Q10，含 BioPerine，200 毫克，180 粒素食胶囊",黑胡椒提取物（胡椒）（果）（标准化处理，含 95% 胡椒碱）（BioPerine®）,5 毫克,†,1 粒素食胶囊
141671,Nutricost,"Nutricost, CoQ10，100 毫克，120 粒胶囊",辅酶 Q10,100 毫克,*,1 粒胶囊
319,NOW Foods,"NOW Foods, 辅酶 Q10，100 毫克，150 粒软胶囊",辅酶Q10（CoQ10）,100 毫克,**,1软胶囊
22327,Life Extension,"Life Extension, 泛醇辅酶 Q10，with Enhanced Mitochondrial Support，100 毫克，60 粒软凝胶",热量,5,,1 粒软胶囊
22327,Life Extension,"Life Extension, 泛醇辅酶 Q10，with Enhanced Mitochondrial Support，100 毫克，60 粒软凝胶",脂肪总量,0.5 克,1%†,1 粒软胶囊
22327,Life Extension,"Life Extension, 泛醇辅酶 Q10，with Enhanced Mitochondrial Support，100 毫克，60 粒软凝胶",泛醇（Kaneka 泛醇™）,100 毫克,**,1 粒软胶囊
22327,Life Extension,"Life Extension, 泛醇辅酶 Q10，with Enhanced Mitochondrial Support，100 毫克，60 粒软凝胶",喜来芝富里酸复合物,100 毫克,**,1 粒软胶囊
40683,Thorne,"Thorne, 輔酶 Q10，100 毫克，60粒软胶囊",卡路里,10,,
40683,Thorne,"Thorne, 輔酶 Q10，100 毫克，60粒软胶囊",总脂肪,1克,1％*,
40683,Thorne,"Thorne, 輔酶 Q10，100 毫克，60粒软胶囊",蛋白,0.5克,1％*,
40683,Thorne,"Thorne, 輔酶 Q10，100 毫克，60粒软胶囊",辅酶Q10,100毫克,**,
90291,Sports Research,"Sports Research, 辅酶 Q10，含 BioPerine，100 毫克，120 粒素食软凝胶",辅酶 Q10 USP（泛醌）,100 毫克,†,1 粒液体素食软凝胶
90291,Sports Research,"Sports Research, 辅酶 Q10，含 BioPerine，100 毫克，120 粒素食软凝胶",黑胡椒提取物（果）（BioPerine®，标准化为 95% 胡椒碱）,5 毫克,†,1 粒液体素食软凝胶
82105,NOW Foods,"NOW Foods, 辅酶 Q10，30 毫克，120 粒素食胶囊",辅酶 Q10,30 毫克,**,1 粒素食胶囊
91611,California Gold Nutrition,"California Gold Nutrition, 辅酶 Q10，泛醌 USP，含 Bioperine® 黑胡椒提取物，生物利用率提高，100 毫克，360 粒素食胶囊",辅酶 Q10（泛醌 USP）,100 毫克,†,1 粒胶囊
91611,California Gold Nutrition,"California Gold Nutrition, 辅酶 Q10，泛醌 USP，含 Bioperine® 黑胡椒提取物，生物利用率提高，100 毫克，360 粒素食胶囊",黑胡椒提取物（Piper nigrum）（果）（标准化为 95% 胡椒碱）,5 毫克,†,1 粒胶囊
136788,Nutricost,"Nutricost, 辅酶 Q10，200 毫克，60 粒胶囊",辅酶 Q10,200 毫克,*,1 粒胶囊
73659,Life Extension,"Life Extension, 辅酶 Q10（泛醌），含右旋柠檬烯，100 毫克，60 粒软凝胶",D-柠檬烯 [提取自冷压柑橘油（皮）],100 毫克,**,1 粒软胶囊
73659,Life Extension,"Life Extension, 辅酶 Q10（泛醌），含右旋柠檬烯，100 毫克，60 粒软凝胶",泛醌（Kaneka Q10®）,100 毫克,**,1 粒软胶囊
67061,Life Extension,"Life Extension, 泛醇辅酶 Q10，100 毫克，60 粒软凝胶",热量,5,,1 粒软凝胶
67061,Life Extension,"Life Extension, 泛醇辅酶 Q10，100 毫克，60 粒软凝胶",脂肪总量,0.5 克,1%†,1 粒软凝胶
67061,Life Extension,"Life Extension, 泛醇辅酶 Q10，100 毫克，60 粒软凝胶",泛醇（Kaneka 泛醇™）,100 毫克,**,1 粒软凝胶
91609,California Gold Nutrition,"California Gold Nutrition, 辅酶 Q10 含 BioPerine® 黑胡椒提取物素食胶囊，200 毫克，360 粒",辅酶 Q10（泛醌 USP）,200 毫克,†,1 粒胶囊
91609,California Gold Nutrition,"California Gold Nutrition, 辅酶 Q10 含 BioPerine® 黑胡椒提取物素食胶囊，200 毫克，360 粒",黑胡椒提取物（果）（标准化为 95% 胡椒碱）,5 毫克,†,1 粒胶囊
137791,California Gold Nutrition,"California Gold Nutrition, 辅酶 Q10 磷脂复合物，300 毫克，60 粒素食胶囊",辅酶 Q10 磷脂基质向日葵卵磷脂（磷脂）、辅酶 Q10（泛醌）,300 毫克,†,1 粒胶囊
66422,Doctor's Best,"Doctor's Best, High Absorption辅酶 Q10，含 BioPerine，100 毫克，360 粒素食胶囊",辅酶 Q10（泛醌）,100 毫克,†,1 粒素食胶囊
66422,Doctor's Best,"Doctor's Best, High Absorption辅酶 Q10，含 BioPerine，100 毫克，360 粒素食胶囊",黑胡椒提取物（Piper nigrum）（果）（标准化为含 95% 胡椒碱）（BioPerine®）,5 毫克,†,1 粒素食胶囊
63907,Qunol,"Qunol, Mega 辅酶 Q10，泛醇，100 毫克，60 粒软胶囊",热量,6,,1 粒软凝胶
63907,Qunol,"Qunol, Mega 辅酶 Q10，泛醇，100 毫克，60 粒软胶囊",维生素 C（抗坏血酸棕榈酸酯）,6 毫克,7%,1 粒软凝胶
63907,Qunol,"Qunol, Mega 辅酶 Q10，泛醇，100 毫克，60 粒软胶囊",辅酶 Q10 的泛醇 (Kaneka Ubiquinol®) 活性形式,100 毫克,**,1 粒软凝胶
63911,Qunol,"Qunol, Ultra CoQ10，100 毫克，120 粒软凝胶",热量,5,,1 粒软胶囊
63911,Qunol,"Qunol, Ultra CoQ10，100 毫克，120 粒软凝胶",维生素 E（DL-α-生育酚乙酸酯）,68 毫克,453%,1 粒软胶囊
63911,Qunol,"Qunol, Ultra CoQ10，100 毫克，120 粒软凝胶",辅酶 Q10（USP 级泛醌）,100 毫克,*,1 粒软胶囊
69208,Doctor's Best,"Doctor's Best, High Absorption辅酶 Q10，含 BioPerine，200 毫克，60 粒素食软凝胶",辅酶 Q10（泛醌）,200 毫克,†,1 粒素食软胶囊
69208,Doctor's Best,"Doctor's Best, High Absorption辅酶 Q10，含 BioPerine，200 毫克，60 粒素食软凝胶",黑胡椒提取物（胡椒）（果）（标准化为包含 95% 胡椒碱）(BioPerine®),5 毫克,†,1 粒素食软胶囊
116908,NOW Foods,"NOW Foods, 辅酶 Q10，含山楂，30 粒素食胶囊",辅酶 Q10,100 毫克,**,1 粒素食胶囊
116908,NOW Foods,"NOW Foods, 辅酶 Q10，含山楂，30 粒素食胶囊",山楂（平滑山楂和/或单子山楂）（果）,400 毫克,**,1 粒素食胶囊
224,Jarrow Formulas,"Jarrow Formulas, 辅酶 Q10，200 毫克，60 粒素食胶囊",辅酶 Q10（泛醌）,200 毫克,†,1 粒胶囊
118363,Swanson Vitamins,"Swanson Vitamins, 辅酶 Q10，10 毫克，100 粒胶囊",辅酶 Q10,10 毫克,*,1 粒胶囊
57583,NOW Foods,"NOW Foods, 泛醇，100 毫克，120 粒软凝胶",泛醇（Kaneka Ubiquinol™）（CoQ10 还原形式）,100 毫克,**,1 粒软凝胶
5562,Doctor's Best,"Doctor's Best, 高吸收率辅酶 Q10，含 BioPerine，200 毫克，60 粒素食胶囊",辅酶 Q10（泛醌）,200 毫克,†,1 粒素食胶囊
5562,Doctor's Best,"Doctor's Best, 高吸收率辅酶 Q10，含 BioPerine，200 毫克，60 粒素食胶囊",黑胡椒提取物（胡椒）（果）（标准化为含 95% 胡椒碱）（BioPerine®）,5 毫克,†,1 粒素食胶囊
5629,Doctor's Best,"Doctor's Best, 高吸收辅酶 Q10，含 BioPerine®，60 粒素食胶囊",辅酶 Q10（泛醌）,400 毫克,†,1 粒素食胶囊
5629,Doctor's Best,"Doctor's Best, 高吸收辅酶 Q10，含 BioPerine®，60 粒素食胶囊",黑胡椒提取物(Piper nigrum)（果）（标准化为含有 95% 胡椒碱）(BioPerine®),5 毫克,†,1 粒素食胶囊
70886,Doctor's Best,"Doctor's Best, 高吸收率辅酶 Q10 和 PQQ，60 粒素食胶囊",辅酶 Q10（泛醌）,100 毫克,†,1 粒素食胶囊
70886,Doctor's Best,"Doctor's Best, 高吸收率辅酶 Q10 和 PQQ，60 粒素食胶囊",PQQ（吡咯喹啉醌二钠盐）,20 毫克,†,1 粒素食胶囊
70886,Doctor's Best,"Doctor's Best, 高吸收率辅酶 Q10 和 PQQ，60 粒素食胶囊",黑胡椒提取物（果）（标准化为含 95% 胡椒碱）（BioPerine®）,5 毫克,†,1 粒素食胶囊
97518,Doctor's Best,"Doctor's Best, High Absorption辅酶 Q10 素食软胶囊，300 毫克，90 粒",辅酶 Q10（泛醌）,300 毫克,†,1 粒素食软凝胶
97518,Doctor's Best,"Doctor's Best, High Absorption辅酶 Q10 素食软胶囊，300 毫克，90 粒",黑胡椒提取物（胡椒）（果）（标准化为含 95% 胡椒碱）（BioPerine®）,5 毫克,†,1 粒素食软凝胶
20,Doctor's Best,"Doctor's Best, 辅酶 Q10，含 BioPerine，100 毫克，60 粒素食胶囊",辅酶 Q10（泛醌）,100 毫克,†,1 粒素食胶囊
20,Doctor's Best,"Doctor's Best, 辅酶 Q10，含 BioPerine，100 毫克，60 粒素食胶囊",黑胡椒提取物（胡椒）（果实）（标准化为含 95% 胡椒碱）(BioPerine®),5 毫克,†,1 粒素食胶囊
29353,Life Extension,"Life Extension, 超级泛醇辅酶 Q10，含优级线粒体帮助，200 毫克，30 粒软凝胶",热量,10,,1 粒软胶囊
29353,Life Extension,"Life Extension, 超级泛醇辅酶 Q10，含优级线粒体帮助，200 毫克，30 粒软凝胶",脂肪总量,1 克,2%†,1 粒软胶囊
29353,Life Extension,"Life Extension, 超级泛醇辅酶 Q10，含优级线粒体帮助，200 毫克，30 粒软凝胶",泛醇（Kaneka 泛醇™）,200 毫克,**,1 粒软胶囊
29353,Life Extension,"Life Extension, 超级泛醇辅酶 Q10，含优级线粒体帮助，200 毫克，30 粒软凝胶",喜来芝富里酸复合物,200 毫克,**,1 粒软胶囊
109035,Swanson Vitamins,"Swanson Vitamins, CoQ10，200 毫克，90 粒全素胶囊",辅酶 Q10,200 毫克,*,1 粒全素胶囊
50706,Life Extension,"Life Extension, 含 PQQ 泛醇辅酶 Q10，100 毫克，30 粒软胶囊",热量,5,,1 粒软胶囊
50706,Life Extension,"Life Extension, 含 PQQ 泛醇辅酶 Q10，100 毫克，30 粒软胶囊",脂肪总量,0.5 克,1%†,1 粒软胶囊
50706,Life Extension,"Life Extension, 含 PQQ 泛醇辅酶 Q10，100 毫克，30 粒软胶囊",泛醇（Kaneka 泛醇™）,100 毫克,**,1 粒软胶囊
50706,Life Extension,"Life Extension, 含 PQQ 泛醇辅酶 Q10，100 毫克，30 粒软胶囊",喜来芝富里酸复合物,100 毫克,**,1 粒软胶囊
50706,Life Extension,"Life Extension, 含 PQQ 泛醇辅酶 Q10，100 毫克，30 粒软胶囊",PQQ（吡咯喹啉醌）二钠盐,10 毫克,**,1 粒软胶囊
488,NOW Foods,"NOW Foods, 辅酶 Q10，150 毫克，100 粒素食胶囊",辅酶 Q10 (CoQ10)（泛醌）,150 毫克,**,1 粒素食胶囊
488,NOW Foods,"NOW Foods, 辅酶 Q10，150 毫克，100 粒素食胶囊",有机姜黄（根）,150 毫克,**,1 粒素食胶囊
69062,Life Extension,"Life Extension, Super-Absorbable辅酶 Q10 软胶囊，含 D-柠檬油精，50 毫克，60 粒装",D-柠檬油精 [提取自冷压柑橘油（皮）],100 毫克,**,1 粒软胶囊
69062,Life Extension,"Life Extension, Super-Absorbable辅酶 Q10 软胶囊，含 D-柠檬油精，50 毫克，60 粒装",泛醌 (Kaneka Q10®),50 毫克,**,1 粒软胶囊
116328,Swanson Vitamins,"Swanson Vitamins, 辅酶 Q10，优效，100 毫克，100 粒软胶囊",辅酶 Q10,100 毫克,*,1 粒软凝胶
136789,Nutricost,"Nutricost, 辅酶 Q10，100 毫克，120 粒软胶囊",辅酶 Q10,100 毫克,*,1 粒软胶囊
